time,open,high,low,close,volume,LH_MA_ALL.M1S   ,LH_MA_ALL.M2S   ,LH_MA_ALL.M3S   ,LH_MA_ALL.M2M   ,LH_MA_ALL.M3M   ,LH_MA_ALL.PV1   ,LH_MA_ALL.PV2   ,LH_MA_ALL.PV3   ,LH_MA_ALL.PEAK_PREV1,LH_MA_ALL.PEAK_PREV2,LH_MA_ALL.T_PREV1,LH_MA_ALL.T_PREV2,LH_VOL_TDX2.AMO1  ,LH_VOL_TDX2.VOLUME,LH_VOL_TDX2.MV1   ,LH_VOL_TDX2.MV2   ,LH_VOL_TDX2.MV3   ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.TL    ,LH_VOL_TDX2.      ,LH_VOL_TDX2.R23   ,LH_VOL_TDX2.R13   ,LH_VOL_TDX2.R12   ,LH_VOL_TDX2.V1S   ,LH_VOL_TDX2.V2S   ,LH_VOL_TDX2.V3S   ,LH_VOL_TDX2.VVRATIO,LH_VOL_TDX2.AMO1  ,LH_VOL_TDX2.VOLUME,LH_VOL_TDX2.MV1   ,LH_VOL_TDX2.MV2   ,LH_VOL_TDX2.MV3   ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.TL    ,LH_VOL_TDX2.      ,LH_VOL_TDX2.R23   ,LH_VOL_TDX2.R13   ,LH_VOL_TDX2.R12   ,LH_VOL_TDX2.V1S   ,LH_VOL_TDX2.V2S   ,LH_VOL_TDX2.V3S   ,LH_VOL_TDX2.VVRATIO
2025/08/11-14:20,6316.6,6318.6,6301.2,6311.2,1032,6317.34,6319.74,6315.43,6298.81,6274.97,6309.22,6309.22,6309.22,6337,6337,6280,6280,0,10.32,7.82,8.28,8.89,0,0,0,0,           ,0,0,1,0,0,0,0.93,0.88,0.94,1.32,1.25,1.16,1.2,0,10.32,7.82,8.28,8.89,0,0,0,0,           ,0,0,1,0,0,0,0.93,0.88,0.94,1.32,1.25,1.16,1.2
2025/08/11-14:25,6311.2,6312.6,6305.6,6308.4,455,6314.78,6317.99,6314.86,6299.2,6275.66,6307.24,6307.24,6307.24,6337,6337,6280,6280,0,4.55,7.22,8.1,8.85,0,0,0,0,           ,1,0,0,0,0,0,0.92,0.82,0.89,0.63,0.56,0.51,0.44,0,4.55,7.22,8.1,8.85,0,0,0,0,           ,1,0,0,0,0,0,0.92,0.82,0.89,0.63,0.56,0.51,0.44
2025/08/11-14:30,6308.6,6315.8,6308,6312.8,512,6314.22,6317.2,6314.7,6299.75,6276.43,6305.26,6305.26,6305.26,6337,6337,6280,6280,0,5.12,6.84,7.96,8.81,0,0,0,0,           ,1,0,0,0,0,0,0.9,0.78,0.86,0.75,0.64,0.58,1.13,0,5.12,6.84,7.96,8.81,0,0,0,0,           ,1,0,0,0,0,0,0.9,0.78,0.86,0.75,0.64,0.58,1.13
2025/08/11-14:35,6312.6,6316,6311.6,6314,441,6314.15,6316.7,6314.64,6300.34,6277.2,6303.27,6303.27,6303.27,6337,6337,6280,6280,0,4.41,6.4,7.78,8.77,0,0,0,0,           ,1,0,0,0,0,0,0.89,0.73,0.82,0.69,0.57,0.5,0.86,0,4.41,6.4,7.78,8.77,0,0,0,0,           ,1,0,0,0,0,0,0.89,0.73,0.82,0.69,0.57,0.5,0.86
2025/08/11-14:40,6314.2,6315.4,6308.8,6310,429,6312.97,6315.67,6314.27,6300.73,6277.88,6301.29,6301.29,6301.29,6337,6337,6280,6280,0,4.29,6.01,7.61,8.72,0,0,0,0,           ,1,0,0,0,0,0,0.87,0.69,0.79,0.71,0.56,0.49,0.97,0,4.29,6.01,7.61,8.72,0,0,0,0,           ,1,0,0,0,0,0,0.87,0.69,0.79,0.71,0.56,0.49,0.97
2025/08/11-14:45,6310.2,6310.6,6302.4,6303.4,704,6310.23,6313.78,6313.4,6300.84,6278.41,6299.3,6299.3,6299.3,6337,6337,6280,6280,0,7.04,6.2,7.59,8.7,0,0,0,0,           ,0,1,0,1,0,0,0.87,0.71,0.82,1.14,0.93,0.81,1.64,0,7.04,6.2,7.59,8.7,0,0,0,0,           ,0,1,0,1,0,0,0.87,0.71,0.82,1.14,0.93,0.81,1.64
2025/08/11-14:50,6303.6,6310.4,6302,6303.8,746,6308.4,6312.25,6312.63,6300.96,6278.93,6297.32,6297.32,6297.32,6337,6337,6280,6280,0,7.46,6.43,7.58,8.69,0,0,0,0,           ,0,1,0,0,0,0,0.87,0.74,0.85,1.16,0.98,0.86,1.06,0,7.46,6.43,7.58,8.69,0,0,0,0,           ,0,1,0,0,0,0,0.87,0.74,0.85,1.16,0.98,0.86,1.06
2025/08/11-14:55,6304.4,6307.4,6299.2,6307.2,960,6308.05,6311.47,6312.2,6301.22,6279.51,6295.34,6295.34,6295.34,6337,6337,6280,6280,0,9.6,7.01,7.68,8.7,0,0,0,0,           ,0,0,1,0,0,0,0.88,0.81,0.91,1.37,1.25,1.1,1.29,0,9.6,7.01,7.68,8.7,0,0,0,0,           ,0,0,1,0,0,0,0.88,0.81,0.91,1.37,1.25,1.1,1.29
2025/08/11-15:00,6307,6307,6297.2,6298.8,1536,6305.41,6309.52,6311.13,6301.12,6279.91,6293.35,6293.35,6293.35,6337,6337,6280,6280,0,15.36,8.53,8.05,8.77,0,0,0,0,           ,0,0,1,1,0,0,0.92,0.97,1.06,1.8,1.91,1.75,1.6,0,15.36,8.53,8.05,8.77,0,0,0,0,           ,0,0,1,1,0,0,0.92,0.97,1.06,1.8,1.91,1.75,1.6
2025/08/12-09:35,6301,6311.4,6295.4,6302.4,2988,6304.55,6308.43,6310.43,6301.17,6280.37,6291.37,6291.37,6291.37,6337,6337,6280,6280,0,29.88,12.41,9.12,8.98,0,1,0,1,12.41,0,0,1,1,1,1,1.02,1.38,1.36,2.41,3.28,3.33,1.95,0,29.88,12.41,9.12,8.98,0,1,0,1,12.41,0,0,1,1,1,1,1.02,1.38,1.36,2.41,3.28,3.33,1.95
2025/08/12-09:40,6302.4,6303.8,6289.6,6295.6,1807,6301.99,6306.45,6309.24,6300.94,6280.69,6289.38,6289.38,6289.38,6337,6337,6280,6280,0,18.07,13.44,9.55,9.07,0,0,0,0,13.44,0,0,1,0,0,0,1.05,1.48,1.41,1.34,1.89,1.99,0.6,0,18.07,13.44,9.55,9.07,0,0,0,0,13.44,0,0,1,0,0,0,1.05,1.48,1.41,1.34,1.89,1.99,0.6
2025/08/12-09:45,6295.2,6299.4,6286.4,6287.4,1365,6297.82,6303.52,6307.5,6300.39,6280.83,6287.4,6287.4,6287.4,6337,6337,6287.4,6287.4,0,13.65,13.48,9.75,9.11,0,0,0,0,13.48,0,1,0,0,0,0,1.07,1.48,1.38,1.01,1.4,1.5,0.76,0,13.65,13.48,9.75,9.11,0,0,0,0,13.48,0,1,0,0,0,0,1.07,1.48,1.38,1.01,1.4,1.5,0.76
2025/08/12-09:50,6288,6306,6281.8,6300.6,1783,6298.62,6303.07,6306.94,6300.4,6281.23,6292.17,6292.17,6289.49,6337,6337,6287.4,6287.4,0,17.83,14.27,10.15,9.2,0,0,0,0,14.27,0,0,1,0,0,0,1.1,1.55,1.41,1.25,1.76,1.94,1.31,0,17.83,14.27,10.15,9.2,0,0,0,0,14.27,0,0,1,0,0,0,1.1,1.55,1.41,1.25,1.76,1.94,1.31
2025/08/12-09:55,6300.6,6309.6,6298.2,6307,1130,6301.01,6303.68,6306.95,6300.67,6281.76,6296.94,6296.94,6291.58,6337,6337,6287.4,6287.4,0,11.3,13.73,10.2,9.22,0,0,0,0,13.73,0,1,0,0,0,0,1.11,1.49,1.35,0.82,1.11,1.23,0.63,0,11.3,13.73,10.2,9.22,0,0,0,0,13.73,0,1,0,0,0,0,1.11,1.49,1.35,0.82,1.11,1.23,0.63
2025/08/12-10:00,6307.4,6313.6,6299,6309.2,1292,6303.35,6304.53,6307.13,6301.02,6282.33,6301.71,6301.71,6293.67,6337,6337,6287.4,6287.4,0,12.92,13.58,10.34,9.26,0,0,0,0,13.58,0,1,0,0,0,0,1.12,1.47,1.31,0.95,1.25,1.4,1.14,0,12.92,13.58,10.34,9.26,0,0,0,0,13.58,0,1,0,0,0,0,1.12,1.47,1.31,0.95,1.25,1.4,1.14
2025/08/12-10:05,6308.8,6315.6,6303.4,6309.2,1034,6305.02,6305.25,6307.29,6301.35,6282.88,6306.49,6306.49,6295.77,6337,6337,6287.4,6287.4,0,10.34,12.99,10.34,9.27,0,0,0,0,12.99,0,1,0,0,0,0,1.12,1.4,1.26,0.8,1,1.12,0.8,0,10.34,12.99,10.34,9.27,0,0,0,0,12.99,0,1,0,0,0,0,1.12,1.4,1.26,0.8,1,1.12,0.8
2025/08/12-10:10,6309.6,6313.6,6307,6309.4,958,6306.27,6305.88,6307.46,6301.68,6283.43,6311.26,6311.26,6297.86,6337,6337,6287.4,6287.4,0,9.58,12.37,10.3,9.27,0,0,0,0,12.37,1,0,0,0,0,0,1.11,1.33,1.2,0.77,0.93,1.03,0.93,0,9.58,12.37,10.3,9.27,0,0,0,0,12.37,1,0,0,0,0,0,1.11,1.33,1.2,0.77,0.93,1.03,0.93
2025/08/12-10:15,6309.4,6318.8,6304.8,6316,878,6309.05,6307.44,6308.15,6302.26,6284.1,6316.03,6316.03,6299.95,6337,6337,6287.4,6287.4,0,8.78,11.72,10.23,9.27,0,0,0,0,           ,1,0,0,0,0,0,1.1,1.26,1.15,0.75,0.86,0.95,0.92,0,8.78,11.72,10.23,9.27,0,0,0,0,           ,1,0,0,0,0,0,1.1,1.26,1.15,0.75,0.86,0.95,0.92
2025/08/12-10:20,6316.2,6323,6314.2,6320.8,1161,6312.41,6309.5,6309.16,6303.02,6284.86,6320.8,6320.8,6302.04,6320.8,6320.8,6287.4,6287.4,0,11.61,11.7,10.29,9.29,0,0,0,0,           ,0,1,0,0,0,0,1.11,1.26,1.14,0.99,1.13,1.25,1.32,0,11.61,11.7,10.29,9.29,0,0,0,0,           ,0,1,0,0,0,0,1.11,1.26,1.14,0.99,1.13,1.25,1.32
2025/08/12-10:25,6321.4,6329,6317.8,6319.6,1149,6314.46,6311.05,6309.99,6303.7,6285.58,6317.25,6317.25,6304.13,6320.8,6320.8,6287.4,6287.4,0,11.49,11.66,10.35,9.31,0,0,0,0,           ,0,1,0,0,0,0,1.11,1.25,1.13,0.99,1.11,1.23,0.99,0,11.49,11.66,10.35,9.31,0,0,0,0,           ,0,1,0,0,0,0,1.11,1.25,1.13,0.99,1.11,1.23,0.99
2025/08/12-10:30,6319.6,6319.6,6311,6311,845,6313.47,6311.04,6310.07,6303.99,6286.1,6313.7,6313.7,6306.22,6320.8,6320.8,6287.4,6287.4,0,8.45,11.08,10.26,9.3,0,0,0,0,           ,1,0,0,0,0,0,1.1,1.19,1.08,0.76,0.82,0.91,0.74,0,8.45,11.08,10.26,9.3,0,0,0,0,           ,1,0,0,0,0,0,1.1,1.19,1.08,0.76,0.82,0.91,0.74
2025/08/12-10:35,6310.4,6316.2,6307.2,6315.2,769,6313.97,6311.68,6310.48,6304.45,6286.7,6310.15,6310.15,6308.32,6320.8,6320.8,6287.4,6287.4,0,7.69,10.46,10.13,9.29,0,0,0,0,           ,1,0,0,0,0,0,1.09,1.13,1.03,0.74,0.76,0.83,0.91,0,7.69,10.46,10.13,9.29,0,0,0,0,           ,1,0,0,0,0,0,1.09,1.13,1.03,0.74,0.76,0.83,0.91
2025/08/12-10:40,6315.4,6321,6309.6,6309.6,715,6312.72,6311.36,6310.41,6304.66,6287.17,6306.6,6306.6,6310.41,6320.8,6320.8,6287.4,6287.4,0,7.15,9.86,9.99,9.27,0,0,0,0,           ,1,0,0,0,0,0,1.08,1.06,0.99,0.73,0.72,0.77,0.93,0,7.15,9.86,9.99,9.27,0,0,0,0,           ,1,0,0,0,0,0,1.08,1.06,0.99,0.73,0.72,0.77,0.93
2025/08/12-10:45,6309,6316.4,6309,6315.6,564,6313.54,6312.01,6310.83,6305.11,6287.76,6303.05,6303.05,6312.5,6320.8,6320.8,6287.4,6287.4,0,5.64,9.09,9.78,9.23,0,0,0,0,           ,1,0,0,0,0,0,1.06,0.99,0.93,0.62,0.58,0.61,0.79,0,5.64,9.09,9.78,9.23,0,0,0,0,           ,1,0,0,0,0,0,1.06,0.99,0.93,0.62,0.58,0.61,0.79
2025/08/12-10:50,6314.8,6315.6,6305.4,6306,689,6311.39,6311.09,6310.44,6305.14,6288.13,6299.5,6299.5,6314.59,6320.8,6320.8,6287.4,6287.4,0,6.89,8.69,9.64,9.21,0,0,0,0,           ,0,1,0,0,0,0,1.05,0.94,0.9,0.79,0.72,0.75,1.22,0,6.89,8.69,9.64,9.21,0,0,0,0,           ,0,1,0,0,0,0,1.05,0.94,0.9,0.79,0.72,0.75,1.22
2025/08/12-10:55,6306.4,6310.8,6298.4,6303,1063,6308.99,6309.84,6309.85,6305.06,6288.44,6295.95,6295.95,6316.68,6320.8,6320.8,6287.4,6287.4,0,10.63,9.04,9.68,9.22,0,0,0,0,           ,0,1,0,1,0,0,1.05,0.98,0.93,1.18,1.1,1.15,1.54,0,10.63,9.04,9.68,9.22,0,0,0,0,           ,0,1,0,1,0,0,1.05,0.98,0.93,1.18,1.1,1.15,1.54
2025/08/12-11:00,6303.4,6303.8,6286.6,6292.4,1267,6304.25,6307.16,6308.45,6304.54,6288.52,6292.4,6292.4,6318.77,6320.8,6320.8,6292.4,6292.4,0,12.67,9.7,9.83,9.26,0,0,0,0,           ,0,0,1,0,0,0,1.06,1.05,0.99,1.31,1.29,1.37,1.19,0,12.67,9.7,9.83,9.26,0,0,0,0,           ,0,0,1,0,0,0,1.06,1.05,0.99,1.31,1.29,1.37,1.19
2025/08/12-11:05,6292.2,6304.6,6291,6303.8,1093,6304.12,6306.64,6308.08,6304.51,6288.84,6295.27,6294.88,6320.86,6320.8,6320.8,6292.4,6292.4,0,10.93,9.93,9.88,9.27,0,0,0,0,           ,0,1,0,0,0,0,1.07,1.07,1,1.1,1.11,1.18,0.86,0,10.93,9.93,9.88,9.27,0,0,0,0,           ,0,1,0,0,0,0,1.07,1.07,1,1.1,1.11,1.18,0.86
2025/08/12-11:10,6303.8,6313,6301.2,6308.2,798,6305.29,6306.88,6308.09,6304.66,6289.24,6298.15,6297.36,6322.96,6320.8,6320.8,6292.4,6292.4,0,7.98,9.57,9.79,9.26,0,0,0,0,           ,0,1,0,0,0,0,1.06,1.03,0.98,0.83,0.82,0.86,0.73,0,7.98,9.57,9.79,9.26,0,0,0,0,           ,0,1,0,0,0,0,1.06,1.03,0.98,0.83,0.82,0.86,0.73
2025/08/12-11:15,6308.2,6315.6,6307.6,6309.6,662,6306.52,6307.3,6308.21,6304.86,6289.66,6301.02,6299.84,6325.05,6320.8,6320.8,6292.4,6292.4,0,6.62,9.04,9.64,9.23,0,0,0,0,           ,1,0,0,0,0,0,1.04,0.98,0.94,0.73,0.69,0.72,0.83,0,6.62,9.04,9.64,9.23,0,0,0,0,           ,1,0,0,0,0,0,1.04,0.98,0.94,0.73,0.69,0.72,0.83
2025/08/12-11:20,6310.4,6317,6305.4,6311.2,756,6307.86,6307.9,6308.45,6305.12,6290.1,6303.9,6302.32,6327.14,6320.8,6320.8,6292.4,6292.4,0,7.56,8.77,9.53,9.22,0,0,0,0,           ,0,1,0,0,0,0,1.03,0.95,0.92,0.86,0.79,0.82,1.14,0,7.56,8.77,9.53,9.22,0,0,0,0,           ,0,1,0,0,0,0,1.03,0.95,0.92,0.86,0.79,0.82,1.14
2025/08/12-11:25,6311.4,6320.8,6310.6,6319.4,699,6311.15,6309.67,6309.33,6305.7,6290.71,6306.77,6304.8,6329.23,6320.8,6320.8,6292.4,6292.4,0,6.99,8.44,9.41,9.19,0,0,0,0,           ,0,1,0,0,0,0,1.02,0.92,0.9,0.83,0.74,0.76,0.92,0,6.99,8.44,9.41,9.19,0,0,0,0,           ,0,1,0,0,0,0,1.02,0.92,0.9,0.83,0.74,0.76,0.92
2025/08/12-11:30,6319.6,6329.8,6317.2,6329.8,957,6316.48,6312.77,6310.96,6306.69,6291.51,6309.65,6307.28,6331.32,6320.8,6320.8,6292.4,6292.4,0,9.57,8.65,9.42,9.2,0,0,0,0,           ,0,1,0,0,0,0,1.02,0.94,0.92,1.11,1.02,1.04,1.37,0,9.57,8.65,9.42,9.2,0,0,0,0,           ,0,1,0,0,0,0,1.02,0.94,0.92,1.11,1.02,1.04,1.37
