time,open,high,low,close,volume,LH_MA_ALL.M1S   ,LH_MA_ALL.M2S   ,LH_MA_ALL.M3S   ,LH_MA_ALL.M2M   ,LH_MA_ALL.M3M   ,LH_MA_ALL.PV1   ,LH_MA_ALL.PV2   ,LH_MA_ALL.PV3   ,LH_MA_ALL.PEAK_PREV1,LH_MA_ALL.PEAK_PREV2,LH_MA_ALL.T_PREV1,LH_MA_ALL.T_PREV2,LH_VOL_TDX2.AMO1  ,LH_VOL_TDX2.VOLUME,LH_VOL_TDX2.MV1   ,LH_VOL_TDX2.MV2   ,LH_VOL_TDX2.MV3   ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.TL    ,LH_VOL_TDX2.      ,LH_VOL_TDX2.R23   ,LH_VOL_TDX2.R13   ,LH_VOL_TDX2.R12   ,LH_VOL_TDX2.V1S   ,LH_VOL_TDX2.V2S   ,LH_VOL_TDX2.V3S   ,LH_VOL_TDX2.VVRATIO,LH_VOL_TDX2.AMO1  ,LH_VOL_TDX2.VOLUME,LH_VOL_TDX2.MV1   ,LH_VOL_TDX2.MV2   ,LH_VOL_TDX2.MV3   ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.TL    ,LH_VOL_TDX2.      ,LH_VOL_TDX2.R23   ,LH_VOL_TDX2.R13   ,LH_VOL_TDX2.R12   ,LH_VOL_TDX2.V1S   ,LH_VOL_TDX2.V2S   ,LH_VOL_TDX2.V3S   ,LH_VOL_TDX2.VVRATIO
2025/08/29-10:55,7038,7038.8,7010,7022.2,1602,7018.64,7001.27,6972.28,6942.62,6927.16,7029.77,7029.77,7030.71,7037.8,7037.8,6942,6884,0,16.02,21.18,25.14,22.03,0,0,0,0,           ,1,0,0,0,0,0,1.14,0.96,0.84,0.76,0.64,0.73,0.95,0,16.02,21.18,25.14,22.03,0,0,0,0,           ,1,0,0,0,0,0,1.14,0.96,0.84,0.76,0.64,0.73,0.95
2025/08/29-11:00,7021.6,7030.4,6998,7005.8,2283,7014.97,7001.96,6974.96,6945.2,6928.78,7021.75,7021.75,7023.62,7037.8,7037.8,6942,6884,0,22.83,21.48,25.03,22.04,0,0,0,0,           ,0,1,0,0,0,0,1.14,0.97,0.86,1.06,0.91,1.04,1.43,0,22.83,21.48,25.03,22.04,0,0,0,0,           ,0,1,0,0,0,0,1.14,0.97,0.86,1.06,0.91,1.04,1.43
2025/08/29-11:05,7004.4,7024,6996,7012.8,1753,7014.35,7003.63,6977.99,6947.96,6930.52,7013.73,7013.73,7016.52,7037.8,7037.8,6942,6884,0,17.53,20.76,24.66,22,0,0,0,0,           ,0,1,0,0,0,0,1.12,0.94,0.84,0.84,0.71,0.8,0.77,0,17.53,20.76,24.66,22,0,0,0,0,           ,0,1,0,0,0,0,1.12,0.94,0.84,0.84,0.71,0.8,0.77
2025/08/29-11:10,7012.4,7018.4,6996,6998,1121,7009.68,7002.77,6979.59,6950,6931.91,7005.7,7005.7,7009.43,7037.8,7037.8,6942,6884,0,11.21,19.02,24.01,21.89,0,0,0,0,           ,1,0,0,0,0,0,1.1,0.87,0.79,0.59,0.47,0.51,0.64,0,11.21,19.02,24.01,21.89,0,0,0,0,           ,1,0,0,0,0,0,1.1,0.87,0.79,0.59,0.47,0.51,0.64
2025/08/29-11:15,6997,7012,6979.4,6983.6,2270,7002.23,6999.82,6979.91,6951.37,6932.97,6997.67,6997.67,7002.34,7037.8,7037.8,6942,6884,0,22.7,19.69,23.94,21.9,0,0,0,0,           ,0,1,0,1,0,0,1.09,0.9,0.82,1.15,0.95,1.04,2.02,0,22.7,19.69,23.94,21.9,0,0,0,0,           ,0,1,0,1,0,0,1.09,0.9,0.82,1.15,0.95,1.04,2.02
2025/08/29-11:20,6983.2,6988,6953.2,6987.4,2993,6997.99,6997.91,6980.51,6952.84,6934.1,6989.65,6989.65,6995.25,7037.8,7037.8,6942,6884,0,29.93,21.55,24.23,21.98,0,0,0,0,           ,0,0,1,0,0,0,1.1,0.98,0.89,1.39,1.24,1.36,1.32,0,29.93,21.55,24.23,21.98,0,0,0,0,           ,0,0,1,0,0,0,1.1,0.98,0.89,1.39,1.24,1.36,1.32
2025/08/29-11:25,6987.8,6991,6965.2,6975.2,1534,6991.48,6994.41,6980.09,6953.75,6934.94,6981.63,6981.63,6988.15,7037.8,7037.8,6942,6884,0,15.34,20.42,23.8,21.91,0,0,0,0,           ,1,0,0,0,0,0,1.09,0.93,0.86,0.75,0.64,0.7,0.51,0,15.34,20.42,23.8,21.91,0,0,0,0,           ,1,0,0,0,0,0,1.09,0.93,0.86,0.75,0.64,0.7,0.51
2025/08/29-11:30,6975.2,6977.8,6958,6973.6,1536,6986.37,6991.21,6979.57,6954.56,6935.74,6973.6,6973.6,6981.06,7037.8,7037.8,6973.6,6973.6,0,15.36,19.5,23.39,21.85,0,0,0,0,           ,0,1,0,0,0,0,1.07,0.89,0.83,0.79,0.66,0.7,1,0,15.36,19.5,23.39,21.85,0,0,0,0,           ,0,1,0,0,0,0,1.07,0.89,0.83,0.79,0.66,0.7,1
2025/08/29-13:05,6974.8,6988,6969.8,6985.8,1810,6986.21,6990.38,6980.07,6955.84,6936.77,6984.13,6984.13,6973.97,7037.8,7037.8,6973.6,6973.6,0,18.1,19.25,23.13,21.81,0,0,0,0,           ,0,1,0,0,0,0,1.06,0.88,0.83,0.94,0.78,0.83,1.18,0,18.1,19.25,23.13,21.81,0,0,0,0,           ,0,1,0,0,0,0,1.06,0.88,0.83,0.94,0.78,0.83,1.18
2025/08/29-13:10,6985.6,7008.6,6985,7004.8,1716,6991.52,6992.6,6982.04,6957.84,6938.18,6994.67,6994.67,6966.88,7037.8,7037.8,6973.6,6973.6,0,17.16,18.87,22.84,21.76,0,0,0,0,           ,0,1,0,0,0,0,1.05,0.87,0.83,0.91,0.75,0.79,0.95,0,17.16,18.87,22.84,21.76,0,0,0,0,           ,0,1,0,0,0,0,1.05,0.87,0.83,0.91,0.75,0.79,0.95
2025/08/29-13:15,7004.8,7008,6995,7005.2,1176,6995.43,6994.54,6983.9,6959.77,6939.56,7005.2,7005.2,6959.78,7005.2,7005.2,6973.6,6973.6,0,11.76,17.58,22.3,21.66,0,0,0,0,           ,1,0,0,0,0,0,1.03,0.81,0.79,0.67,0.53,0.54,0.69,0,11.76,17.58,22.3,21.66,0,0,0,0,           ,1,0,0,0,0,0,1.03,0.81,0.79,0.67,0.53,0.54,0.69
2025/08/29-13:20,7005,7014.4,6967.6,6968.4,1863,6987.71,6990.52,6982.66,6960.12,6940.15,6975.4,6975.4,6952.69,7005.2,7005.2,6973.6,6973.6,0,18.63,17.77,22.12,21.63,0,0,0,0,           ,0,1,0,1,0,0,1.02,0.82,0.8,1.05,0.84,0.86,1.58,0,18.63,17.77,22.12,21.63,0,0,0,0,           ,0,1,0,1,0,0,1.02,0.82,0.8,1.05,0.84,0.86,1.58
2025/08/29-13:25,6969.2,6973.8,6943.2,6945.6,2641,6975.68,6983.61,6979.69,6959.53,6940.26,6945.6,6945.6,6945.6,7005.2,7005.2,6945.6,6945.6,0,26.41,19.34,22.33,21.68,0,0,0,0,           ,0,0,1,0,0,0,1.03,0.89,0.87,1.37,1.18,1.22,1.42,0,26.41,19.34,22.33,21.68,0,0,0,0,           ,0,0,1,0,0,0,1.03,0.89,0.87,1.37,1.18,1.22,1.42
2025/08/29-13:30,6947.6,6956.8,6937.6,6955.8,1838,6970,6979.33,6977.78,6959.38,6940.58,6956.6,6952.63,6950.89,7005.2,7005.2,6945.6,6945.6,0,18.38,19.16,22.14,21.65,0,0,0,0,           ,0,1,0,0,0,0,1.02,0.89,0.87,0.96,0.83,0.85,0.7,0,18.38,19.16,22.14,21.65,0,0,0,0,           ,0,1,0,0,0,0,1.02,0.89,0.87,0.96,0.83,0.85,0.7
2025/08/29-13:35,6957,6967.6,6936.8,6967.6,1770,6969.31,6977.52,6976.97,6959.71,6941.14,6967.6,6959.66,6956.17,6967.6,7005.2,6945.6,6945.6,0,17.7,18.9,21.92,21.61,0,0,0,0,           ,0,1,0,0,0,0,1.01,0.87,0.86,0.94,0.81,0.82,0.96,0,17.7,18.9,21.92,21.61,0,0,0,0,           ,0,1,0,0,0,0,1.01,0.87,0.86,0.94,0.81,0.82,0.96
2025/08/29-13:40,6967.6,6968,6945.6,6967.4,1280,6968.77,6975.97,6976.2,6960.03,6941.68,6961.27,6966.69,6961.46,6967.6,7005.2,6945.6,6945.6,0,12.8,17.79,21.48,21.52,0,0,0,0,           ,1,0,0,0,0,0,1,0.83,0.83,0.72,0.6,0.59,0.72,0,12.8,17.79,21.48,21.52,0,0,0,0,           ,1,0,0,0,0,0,1,0.83,0.83,0.72,0.6,0.59,0.72
2025/08/29-13:45,6968,6974,6944.4,6948.8,1439,6963.06,6971.79,6974.01,6959.57,6941.83,6954.93,6973.71,6966.74,6967.6,7005.2,6945.6,6945.6,0,14.39,17.17,21.13,21.45,0,0,0,0,           ,0,1,0,0,0,0,0.99,0.8,0.81,0.84,0.68,0.67,1.12,0,14.39,17.17,21.13,21.45,0,0,0,0,           ,0,1,0,0,0,0,0.99,0.8,0.81,0.84,0.68,0.67,1.12
2025/08/29-13:50,6948.8,6952,6931,6948.6,1897,6958.93,6968.22,6971.98,6959.12,6941.97,6948.6,6980.74,6972.03,6967.6,7005.2,6948.6,6945.6,0,18.97,17.5,21.02,21.43,0,0,0,0,           ,0,1,0,0,0,0,0.98,0.82,0.83,1.08,0.9,0.89,1.32,0,18.97,17.5,21.02,21.43,0,0,0,0,           ,0,1,0,0,0,0,0.98,0.82,0.83,1.08,0.9,0.89,1.32
2025/08/29-13:55,6949.4,6967,6948.6,6960.8,1467,6959.46,6967.08,6971.08,6959.19,6942.36,6971.7,6987.77,6977.31,6967.6,7005.2,6948.6,6945.6,0,14.67,16.98,20.71,21.36,0,0,0,0,           ,0,1,0,0,0,0,0.97,0.8,0.82,0.86,0.71,0.69,0.77,0,14.67,16.98,20.71,21.36,0,0,0,0,           ,0,1,0,0,0,0,0.97,0.8,0.82,0.86,0.71,0.69,0.77
2025/08/29-14:00,6961.6,6996.6,6960.8,6994.8,2107,6969.56,6971.34,6972.98,6960.64,6943.44,6994.8,6994.8,6982.6,6994.8,6994.8,6948.6,6945.6,0,21.07,17.73,20.73,21.36,0,0,0,0,           ,0,1,0,0,0,0,0.97,0.83,0.86,1.19,1.02,0.99,1.44,0,21.07,17.73,20.73,21.36,0,0,0,0,           ,0,1,0,0,0,0,0.97,0.83,0.86,1.19,1.02,0.99,1.44
2025/08/29-14:05,6995.4,7004.2,6980.2,6982.4,1845,6973.23,6973.04,6973.73,6961.53,6944.24,6986.68,6986.68,6987.89,6994.8,6994.8,6948.6,6945.6,0,18.45,17.86,20.62,21.33,0,0,0,0,           ,0,1,0,0,0,0,0.97,0.84,0.87,1.03,0.89,0.87,0.88,0,18.45,17.86,20.62,21.33,0,0,0,0,           ,0,1,0,0,0,0,0.97,0.84,0.87,1.03,0.89,0.87,0.88
2025/08/29-14:10,6982.2,6992.8,6970,6971.2,1313,6972.65,6972.76,6973.53,6961.93,6944.8,6978.56,6978.56,6993.17,6994.8,6994.8,6948.6,6945.6,0,13.13,17,20.26,21.25,0,0,0,0,           ,1,0,0,0,0,0,0.95,0.8,0.84,0.77,0.65,0.62,0.71,0,13.13,17,20.26,21.25,0,0,0,0,           ,1,0,0,0,0,0,0.95,0.8,0.84,0.77,0.65,0.62,0.71
2025/08/29-14:15,6972.8,6981.8,6952.2,6976.4,1681,6973.72,6973.32,6973.76,6962.52,6945.45,6970.44,6970.44,6998.46,6994.8,6994.8,6948.6,6945.6,0,16.81,16.96,20.09,21.2,0,0,0,0,           ,0,1,0,0,0,0,0.95,0.8,0.84,0.99,0.84,0.79,1.28,0,16.81,16.96,20.09,21.2,0,0,0,0,           ,0,1,0,0,0,0,0.95,0.8,0.84,0.99,0.84,0.79,1.28
2025/08/29-14:20,6975.8,6977.8,6962.6,6974.4,913,6973.91,6973.49,6973.81,6963,6946.05,6962.32,6962.32,7003.74,6994.8,6994.8,6948.6,6945.6,0,9.13,15.54,19.55,21.08,0,0,0,0,           ,1,0,0,0,0,0,0.93,0.74,0.79,0.59,0.47,0.43,0.54,0,9.13,15.54,19.55,21.08,0,0,0,0,           ,1,0,0,0,0,0,0.93,0.74,0.79,0.59,0.47,0.43,0.54
2025/08/29-14:25,6975.6,6976.8,6953,6954.2,1065,6968.28,6970.52,6972.24,6962.64,6946.21,6954.2,6954.2,7009.03,6994.8,6994.8,6954.2,6954.2,0,10.65,14.65,19.12,20.98,0,0,0,0,           ,1,0,0,0,0,0,0.91,0.7,0.77,0.73,0.56,0.51,1.17,0,10.65,14.65,19.12,20.98,0,0,0,0,           ,1,0,0,0,0,0,0.91,0.7,0.77,0.73,0.56,0.51,1.17
2025/08/29-14:30,6956.2,6969.4,6953.2,6969.4,823,6968.6,6970.35,6972.02,6962.92,6946.69,6965.58,6965.58,7014.31,6994.8,6994.8,6954.2,6954.2,0,8.23,13.48,18.59,20.85,0,0,0,0,           ,1,0,0,0,0,0,0.89,0.65,0.73,0.61,0.44,0.39,0.77,0,8.23,13.48,18.59,20.85,0,0,0,0,           ,1,0,0,0,0,0,0.89,0.65,0.73,0.61,0.44,0.39,0.77
2025/08/29-14:35,6969.8,6984.4,6956,6968.4,1346,6968.54,6970.05,6971.73,6963.14,6947.14,6976.96,6976.96,7019.6,6994.8,6994.8,6954.2,6954.2,0,13.46,13.48,18.34,20.78,0,0,0,0,           ,0,1,0,1,0,0,0.88,0.65,0.74,1,0.73,0.65,1.64,0,13.46,13.48,18.34,20.78,0,0,0,0,           ,0,1,0,1,0,0,0.88,0.65,0.74,1,0.73,0.65,1.64
2025/08/29-14:40,6966,6981.6,6961.6,6976.4,883,6970.79,6971.02,6972.1,6963.68,6947.74,6988.33,6988.33,7024.89,6994.8,6994.8,6954.2,6954.2,0,8.83,12.63,17.87,20.66,0,0,0,0,           ,1,0,0,0,0,0,0.87,0.61,0.71,0.7,0.49,0.43,0.66,0,8.83,12.63,17.87,20.66,0,0,0,0,           ,1,0,0,0,0,0,0.87,0.61,0.71,0.7,0.49,0.43,0.66
2025/08/29-14:45,6976.4,6994.8,6976.4,6993.4,1488,6977.25,6974.47,6973.8,6964.9,6948.68,6999.71,6999.71,7030.17,6994.8,6994.8,6954.2,6954.2,0,14.88,13.04,17.73,20.6,0,0,0,0,           ,0,1,0,1,0,0,0.86,0.63,0.74,1.14,0.84,0.72,1.69,0,14.88,13.04,17.73,20.6,0,0,0,0,           ,0,1,0,1,0,0,0.86,0.63,0.74,1.14,0.84,0.72,1.69
2025/08/29-14:50,6993.4,7005.2,6989,6993.8,1653,6981.98,6977.44,6975.4,6966.07,6949.61,7011.09,7011.09,7035.46,6994.8,6994.8,6954.2,6954.2,0,16.53,13.68,17.67,20.56,0,0,0,0,           ,0,0,1,0,0,0,0.86,0.67,0.77,1.21,0.94,0.8,1.11,0,16.53,13.68,17.67,20.56,0,0,0,0,           ,0,0,1,0,0,0,0.86,0.67,0.77,1.21,0.94,0.8,1.11
2025/08/29-14:55,6994,7003.6,6986.4,6999.8,1604,6987.07,6980.88,6977.36,6967.45,6950.65,7022.47,7022.47,7040.74,6994.8,6994.8,6954.2,6954.2,0,16.04,14.11,17.59,20.51,0,0,0,0,           ,0,1,0,0,0,0,0.86,0.69,0.8,1.14,0.91,0.78,0.97,0,16.04,14.11,17.59,20.51,0,0,0,0,           ,0,1,0,0,0,0,0.86,0.69,0.8,1.14,0.91,0.78,0.97
2025/08/29-15:00,7000.4,7002.4,6991.4,6996.8,2145,6989.85,6983.33,6978.91,6968.65,6951.6,7033.84,7033.84,7046.03,6994.8,6994.8,6954.2,6954.2,0,21.45,15.44,17.78,20.52,0,0,0,0,           ,0,0,1,0,0,0,0.87,0.75,0.87,1.39,1.21,1.05,1.34,0,21.45,15.44,17.78,20.52,0,0,0,0,           ,0,0,1,0,0,0,0.87,0.75,0.87,1.39,1.21,1.05,1.34
2025/09/01-09:35,7021,7063.8,7021,7054,6748,7008.18,6994.2,6984.92,6972.13,6953.71,7045.22,7045.22,7051.31,6994.8,6994.8,6954.2,6954.2,0,67.48,24.9,20.2,20.99,0,1,0,1,           ,0,0,1,1,1,1,0.96,1.19,1.23,2.71,3.34,3.21,3.15,0,67.48,24.9,20.2,20.99,0,1,0,1,           ,0,0,1,1,1,1,0.96,1.19,1.23,2.71,3.34,3.21,3.15
2025/09/01-09:40,7053,7062.4,7041,7056.6,4300,7022.01,7003.8,6990.65,6975.58,6955.83,7056.6,7056.6,7056.6,7056.6,7056.6,6954.2,6954.2,0,43,28.19,21.31,21.21,0,0,0,1,28.19,0,0,1,0,0,0,1,1.33,1.32,1.53,2.02,2.03,0.64,0,43,28.19,21.31,21.21,0,0,0,1,28.19,0,0,1,0,0,0,1,1.33,1.32,1.53,2.02,2.03,0.64
2025/09/01-09:45,7055.2,7064,7034.2,7034.2,2956,7025.5,7008.48,6994.14,6977.97,6957.45,7043.04,7049.45,7049.45,7056.6,7056.6,6954.2,6954.2,0,29.56,28.44,21.72,21.29,0,0,0,0,28.44,0,1,0,0,0,0,1.02,1.34,1.31,1.04,1.36,1.39,0.69,0,29.56,28.44,21.72,21.29,0,0,0,0,28.44,0,1,0,0,0,0,1.02,1.34,1.31,1.04,1.36,1.39,0.69
2025/09/01-09:50,7034.2,7043.4,7005,7007.6,3470,7020.38,7008.34,6995.21,6979.18,6958.48,7029.48,7042.31,7042.31,7056.6,7056.6,6954.2,6954.2,0,34.7,29.58,22.35,21.43,0,0,0,0,29.58,0,1,0,0,0,0,1.04,1.38,1.32,1.17,1.55,1.62,1.17,0,34.7,29.58,22.35,21.43,0,0,0,0,29.58,0,1,0,0,0,0,1.04,1.38,1.32,1.17,1.55,1.62,1.17
2025/09/01-09:55,7007.2,7011,6983.4,6994.2,4429,7012.9,7006.17,6995.13,6979.8,6959.22,7015.92,7035.16,7035.16,7056.6,7056.6,6954.2,6954.2,0,44.29,32.25,23.42,21.65,0,0,0,1,32.25,0,0,1,0,0,0,1.08,1.49,1.38,1.37,1.89,2.05,1.28,0,44.29,32.25,23.42,21.65,0,0,0,1,32.25,0,0,1,0,0,0,1.08,1.49,1.38,1.37,1.89,2.05,1.28
2025/09/01-10:00,6994.8,7008.8,6987.2,6989.6,2563,7006.24,7003.62,6994.69,6980.2,6959.85,7002.36,7028.02,7028.02,7056.6,7056.6,6954.2,6954.2,0,25.63,31.05,23.53,21.69,0,0,0,0,31.05,0,1,0,0,0,0,1.08,1.43,1.32,0.83,1.09,1.18,0.58,0,25.63,31.05,23.53,21.69,0,0,0,0,31.05,0,1,0,0,0,0,1.08,1.43,1.32,0.83,1.09,1.18,0.58
2025/09/01-10:05,6990,7005,6979.8,6988.8,2851,7001.26,7001.34,6994.22,6980.55,6960.44,6988.8,7020.87,7020.87,7056.6,7056.6,6988.8,6954.2,0,28.51,30.59,23.77,21.76,0,0,0,0,30.59,0,1,0,0,0,0,1.09,1.41,1.29,0.93,1.2,1.31,1.11,0,28.51,30.59,23.77,21.76,0,0,0,0,30.59,0,1,0,0,0,0,1.09,1.41,1.29,0.93,1.2,1.31,1.11
2025/09/01-10:10,6988.2,7017,6982.4,7014.6,2058,7005.07,7003.38,6995.85,6981.94,6961.56,7002.6,7013.73,7013.73,7056.6,7056.6,6988.8,6954.2,0,20.58,28.77,23.62,21.75,0,0,0,0,28.77,1,0,0,0,0,0,1.09,1.32,1.22,0.72,0.87,0.95,0.72,0,20.58,28.77,23.62,21.75,0,0,0,0,28.77,1,0,0,0,0,0,1.09,1.32,1.22,0.72,0.87,0.95,0.72
2025/09/01-10:15,7014.6,7018.2,7007,7016.4,1629,7008.31,7005.38,6997.49,6983.34,6962.69,7016.4,7006.58,7006.58,7016.4,7056.6,6988.8,6954.2,0,16.29,26.5,23.26,21.7,0,0,0,0,           ,1,0,0,0,0,0,1.07,1.22,1.14,0.61,0.7,0.75,0.79,0,16.29,26.5,23.26,21.7,0,0,0,0,           ,1,0,0,0,0,0,1.07,1.22,1.14,0.61,0.7,0.75,0.79
2025/09/01-10:20,7017.2,7024.4,7007.8,7015.6,1254,7010.39,7006.95,6998.94,6984.66,6963.78,7006.8,6999.44,6999.44,7016.4,7056.6,6988.8,6954.2,0,12.54,23.96,22.74,21.6,0,0,0,0,           ,1,0,0,0,0,0,1.05,1.11,1.05,0.52,0.55,0.58,0.77,0,12.54,23.96,22.74,21.6,0,0,0,0,           ,1,0,0,0,0,0,1.05,1.11,1.05,0.52,0.55,0.58,0.77
2025/09/01-10:25,7015.6,7024.6,7010.6,7014.4,1151,7011.54,7008.1,7000.18,6985.87,6964.83,6997.2,6992.29,6992.29,7016.4,7056.6,6988.8,6954.2,0,11.51,21.7,22.19,21.5,0,0,0,0,           ,1,0,0,0,0,0,1.03,1.01,0.98,0.53,0.52,0.54,0.92,0,11.51,21.7,22.19,21.5,0,0,0,0,           ,1,0,0,0,0,0,1.03,1.01,0.98,0.53,0.52,0.54,0.92
2025/09/01-10:30,7015,7021.8,6983.6,6985.8,1619,7004.18,7004.67,6999.03,6985.87,6965.26,6987.6,6985.15,6985.15,7016.4,7056.6,6988.8,6954.2,0,16.19,20.7,21.9,21.45,0,0,0,0,           ,1,0,0,0,0,0,1.02,0.96,0.95,0.78,0.74,0.75,1.41,0,16.19,20.7,21.9,21.45,0,0,0,0,           ,1,0,0,0,0,0,1.02,0.96,0.95,0.78,0.74,0.75,1.41
2025/09/01-10:35,6985.2,6995.8,6975,6978,1957,6996.7,7000.57,6997.35,6985.55,6965.52,6978,6978,6978,7016.4,7056.6,6978,6978,0,19.57,20.49,21.78,21.43,0,0,0,0,           ,0,1,0,0,0,0,1.02,0.96,0.94,0.96,0.9,0.91,1.21,0,19.57,20.49,21.78,21.43,0,0,0,0,           ,0,1,0,0,0,0,1.02,0.96,0.94,0.96,0.9,0.91,1.21
2025/09/01-10:40,6979.2,6998,6976.4,6995.2,1603,6996.27,6999.74,6997.17,6985.94,6966.13,6994.67,6984.56,6984.56,7016.4,7056.6,6978,6978,0,16.03,19.68,21.5,21.38,0,0,0,0,           ,0,1,0,0,0,0,1.01,0.92,0.92,0.81,0.75,0.75,0.82,0,16.03,19.68,21.5,21.38,0,0,0,0,           ,0,1,0,0,0,0,1.01,0.92,0.92,0.81,0.75,0.75,0.82
2025/09/01-10:45,6995,7009.8,6995,7008,1143,6999.62,7001.01,6998.04,6986.84,6967,7011.33,6991.11,6991.11,7016.4,7056.6,6978,6978,0,11.43,18.18,21.01,21.28,0,0,0,0,           ,1,0,0,0,0,0,0.99,0.85,0.87,0.63,0.54,0.54,0.71,0,11.43,18.18,21.01,21.28,0,0,0,0,           ,1,0,0,0,0,0,0.99,0.85,0.87,0.63,0.54,0.54,0.71
2025/09/01-10:50,7007.6,7028.4,7007.6,7028,1474,7007.73,7005.16,7000.44,6988.52,6968.25,7028,6997.67,6997.67,7028,7056.6,6978,6978,0,14.74,17.55,20.7,21.21,0,0,0,0,           ,0,1,0,0,0,0,0.98,0.83,0.85,0.84,0.71,0.69,1.29,0,14.74,17.55,20.7,21.21,0,0,0,0,           ,0,1,0,0,0,0,0.98,0.83,0.85,0.84,0.71,0.69,1.29
2025/09/01-10:55,7027.6,7029.6,7008.8,7015.4,1118,7009.92,7006.74,7001.63,6989.62,6969.23,7018.4,7004.22,7004.22,7028,7056.6,6978,6978,0,11.18,16.4,20.24,21.11,0,0,0,0,           ,1,0,0,0,0,0,0.96,0.78,0.81,0.68,0.55,0.53,0.76,0,11.18,16.4,20.24,21.11,0,0,0,0,           ,1,0,0,0,0,0,0.96,0.78,0.81,0.68,0.55,0.53,0.76
2025/09/01-11:00,7015.8,7021.4,7003.4,7008.8,854,7009.6,7007.06,7002.21,6990.4,6970.04,7008.8,7010.78,7010.78,7028,7056.6,7008.8,6978,0,8.54,14.97,19.67,20.99,0,0,0,0,           ,1,0,0,0,0,0,0.94,0.71,0.76,0.57,0.43,0.41,0.76,0,8.54,14.97,19.67,20.99,0,0,0,0,           ,1,0,0,0,0,0,0.94,0.71,0.76,0.57,0.43,0.41,0.76
2025/09/01-11:05,7009,7027,7005.4,7026.4,1098,7014.4,7010.03,7004.14,6991.87,6971.2,7015.85,7017.33,7017.33,7028,7056.6,7008.8,6978,0,10.98,14.24,19.24,20.89,0,0,0,0,           ,1,0,0,0,0,0,0.92,0.68,0.74,0.77,0.57,0.53,1.29,0,10.98,14.24,19.24,20.89,0,0,0,0,           ,1,0,0,0,0,0,0.92,0.68,0.74,0.77,0.57,0.53,1.29
2025/09/01-11:10,7026.4,7028.2,7013.8,7022.6,1157,7016.74,7011.96,7005.62,6993.13,6972.26,7022.9,7023.89,7023.89,7028,7056.6,7008.8,6978,0,11.57,13.76,18.87,20.8,0,0,0,0,           ,0,1,0,0,0,0,0.91,0.66,0.73,0.84,0.61,0.56,1.05,0,11.57,13.76,18.87,20.8,0,0,0,0,           ,0,1,0,0,0,0,0.91,0.66,0.73,0.84,0.61,0.56,1.05
2025/09/01-11:15,7023.6,7038,7020.4,7034.2,1416,7021.73,7015.39,7007.91,6994.8,6973.54,7029.95,7030.44,7030.44,7028,7056.6,7008.8,6978,0,14.16,13.83,18.64,20.73,0,0,0,0,           ,0,1,0,0,0,0,0.9,0.67,0.74,1.02,0.76,0.68,1.22,0,14.16,13.83,18.64,20.73,0,0,0,0,           ,0,1,0,0,0,0,0.9,0.67,0.74,1.02,0.76,0.68,1.22
2025/09/01-11:20,7034.8,7040,7023,7037,1136,7026.09,7018.71,7010.23,6996.53,6974.85,7037,7037,7037,7037,7037,7008.8,6978,0,11.36,13.38,18.29,20.64,0,0,0,0,           ,0,1,0,0,0,0,0.89,0.65,0.73,0.85,0.62,0.55,0.8,0,11.36,13.38,18.29,20.64,0,0,0,0,           ,0,1,0,0,0,0,0.89,0.65,0.73,0.85,0.62,0.55,0.8
2025/09/01-11:25,7036.4,7045.6,7025.4,7026.4,1178,7026.18,7019.89,7011.53,6997.75,6975.91,7014.1,7014.1,7014.1,7037,7037,7008.8,6978,0,11.78,13.09,17.97,20.55,0,0,0,0,           ,0,1,0,0,0,0,0.87,0.64,0.73,0.9,0.66,0.57,1.04,0,11.78,13.09,17.97,20.55,0,0,0,0,           ,0,1,0,0,0,0,0.87,0.64,0.73,0.9,0.66,0.57,1.04
2025/09/01-11:30,7025.4,7026,6990,6991.2,2517,7016.19,7015.48,7009.9,6997.48,6976.23,6991.2,6991.2,6991.2,7037,7037,6991.2,6991.2,0,25.17,15.29,18.32,20.6,0,0,0,0,           ,0,0,1,1,0,0,0.89,0.74,0.83,1.65,1.37,1.22,2.14,0,25.17,15.29,18.32,20.6,0,0,0,0,           ,0,0,1,1,0,0,0.89,0.74,0.83,1.65,1.37,1.22,2.14
2025/09/01-13:05,6991.2,7017,6990.4,7017,1520,7016.42,7015.71,7010.47,6998.27,6977.07,7017,6993.47,6993.47,7017,7037,6991.2,6991.2,0,15.2,15.27,18.17,20.54,0,0,0,0,           ,0,1,0,0,0,0,0.88,0.74,0.84,1,0.84,0.74,0.6,0,15.2,15.27,18.17,20.54,0,0,0,0,           ,0,1,0,0,0,0,0.88,0.74,0.84,1,0.84,0.74,0.6
